14776,EMPLOYEE IS STRUCK AND KILLED BY FALLING TREE LIMB,"STRUCK BY,TREE LIMB,HEAD,HIGH WIND,TREE",Malfunction In Securing/Warning Op
14778,EMPLOYEE IS KILLED IN FALL FROM SCAFFOLD,"SLIP,HEAD,FALL,SCAFFOLD","Misjudgment, Hazardous Situation"
14787,EMPLOYEE IS RUN OVER BY TRUCK AND IS KILLED,"STRUCK BY,RUN OVER","Misjudgment, Hazardous Situation"
14790,EMPLOYEE CATCHES FINGER IN SHREDDER AND AMPUTATES IT,"PULLEY,CAUGHT IN,CONVEYOR BELT,FINGER,AMPUTATED","Misjudgment, Hazardous Situation"
14798,EMPLOYEE IS CRUSHED AND KILLED BY FALLING TREE,"TREE,FALL,FALL PROTECTION,CRUSHED,AGRICULTURE",Position Inappropriate For Task
14806,EMPLOYEE FALLS FROM MACHINE AND IS KILLED,"STRUCK AGAINST,FALL,ELBOW,MACHINE GUARDING,HEAD",Malfunction Neuromuscular System
14810,WORKER IS KILLED WHEN STRUCK BY VEHICLE,"STRUCK BY,MOTOR VEHICLE",Other
14812,EMPLOYEE DIES AFTER FALLING FROM ROOF,"PELVIS,ROOFER,SKULL,FRACTURE,ROOF,FALL PROTECTION,FALL,WRIST",Other
14817,EMPLOYEE IS RUN OVER BY A ROCK SPREADER AND IS KILLED,"CAUGHT IN,CRUSHING,STRUCK BY,SHOULDER,HYDRAULIC LINE,MOTOR VEHICLE,HEAD",Insufficient /Lack/Engineering Controls
14835,EMPLOYEE DIES FROM COMBUSTIBLE LIQUID FIRE AND BURNS,"WELDING,BURN,COMBUSTIBLE LIQUID",Other
14836,WORKER DIES FROM HEART ATTACK,"ARTERY,HEART ATTACK,COLLAPSE",Other
14848,EMPLOYEE'S LEG IS CRUSHED BY ELECTRIC PALLET JACK DURING WOR,"PINNED,POWERED INDUSTRIAL VEHICLE,CRUSHING,STRUCK BY,LEG,BRAKE",Other
14860,EMPLOYEE FALLS FROM SCAFFOLD AND IS KILLED,"FALL,LOST BALANCE,SCAFFOLD","Misjudgment, Hazardous Situation"
14865,AN EMPLOYEE IS INJURED USING A PALLET JACK,"PALLET,STRUCK AGAINST",Other
14867,EMPLOYEE IS KILLED WHEN STRUCK AND PINNED BY FALLING SPOIL T,"PINNED,FALLING OBJECT,ASPHYXIATED,STRUCK BY",Other
14872,EMPLOYEE CATCHES FINGER IN CONVEYOR AND AMPUTATES FINGER TIP,"CONVEYOR,FINGER,LOCKOUT/TAGOUT,MACHINE GUARDING",Lockout/Tagout Procedure Malfunction
14881,EMPLOYEE FALLS OFF LADDER AND IS INJURED,"SLIP,FALL,LEG,LADDER","Misjudgment, Hazardous Situation"
14882,EMPLOYEE IS KILLED WHEN CRUSHED BY CROSS TIES,"STRUCK BY,RAILROAD,CRUSHED,BEAM",Other
14883,EMPLOYEE'S ARM IS CAUGHT IN SCREW CONVEYOR AND SUSTAINS MULT,"CAUGHT IN,LACERATION,MACHINE GUARDING,FRACTURE,CRUSHED,CONVEYOR,CLOTHING,CAUGHT BY",Safety Devices Removed/Inoperable
14885,EMPLOYEE IS SPLASHED BY HOT WATER AND IS BURNED,"WATER,ACCIDENTAL DISCHARGE,HEAT",Insufficient /Lack/Protective Work Clothing/Equipment
14890,EMPLOYEE IS INJURED IN FALL THROUGH FLOOR OPENING,"SPLEEN,FALL,FRACTURE,HEMORRHAGE,FLOOR OPENING,STAIR",Safety Devices Removed/Inoperable
14892,EMPLOYEE IS TROUBLESHOOTING EQUIPMENT AND AMPUTATES FIVE FIN,"AMPUTATED,LOCKOUT/TAGOUT,FINGER,MACHINE GUARDING,AMPUTATION",Lockout/Tagout Procedure Malfunction
14894,EMPLOYEE KILLED IN ROTATING CLUTCH ASSEMBLY,"ROTATING PARTS,UNGUARDED,MACHINE GUARDING,OIL RIG",Safety Devices Removed/Inoperable
14902,EMPLOYEE IS ELECTROCUTED BY CONTACT WITH LIVE BUS BAR.,"ELECTRICAL,LOCKOUT/TAGOUT",Insufficient /Lack/Protective Work Clothing/Equipment
14916,EMPLOYEE IS RUN OVER AND KILLED BY PAVING ROLLER,"PELVIS,ROLLER--CONST EQUIP,LEG,RUN OVER,STRUCK BY",Other
14920,EMPLOYEE IS STRUCK AND KILLED BY MOTOR VEHICLE,"STRUCK BY,MOTOR VEHICLE",Other
14923,EMPLOYEE IS KILLED IN FALL FROM TRAILER,"TRAILER,FALL,HEAD",Other
14933,EMPLOYEE FALLS FROM GREEN HOUSE ROOF AND IS INJURED,"PELVIS,FALL,ROOF,LOST BALANCE,FRACTURE,FALL PROTECTION,DISLOCATED,SHOULDER,STRUCK AGAINST,WRIST,ARM",Position Inappropriate For Task
15273,A NURSE IS SHOT AND KILLED WHILE AT WORK,"WORKPLACE VIOLENCE,GUNSHOT",Other
14961,THREE EMPLOYEES GET CAUGHT IN WINDSTORM AND ARE INJURED BY F,"STRUCK BY,CONCUSSION,FALLING OBJECT,HEAD,FLYING OBJECT","Misjudgment, Hazardous Situation"
14962,EMPLOYEE AMPUTATES THUMB WHILE INSPECTING AMUSEMENT RIDE TRA,"RAIL,CAUGHT BETWEEN,THUMB",Other
14966,EMPLOYEE FALLS FROM ROOF DURING REPLACEMENT OF WOOD AND IS K,"FALL,HEAD,ROOF","Misjudgment, Hazardous Situation"
14969,TWO EMPLOYEES AT A HIGHWAY CONSTRUCTION SITE ARE BACKED OVER,"SKIDDER,CONSTRUCTION VEHICLE,DUMP TRUCK,EQUIPMENT OPERATOR,OBSTRUCTED REAR VIEW,RUN OVER,MOTOR VEHICLE,HIGHWAY,HEAD,FLAGMAN,FLAGGER,CONSTRUCTION,BACKING UP,ROAD PAVING,SHOULDER,TORSO","Misjudgment, Hazardous Situation"
14971,EMPLOYEE FALLS ON STAIRCASE AND LATER DIES FROM INJURY,"SLIPPERY SURFACE,FALL,STAIR LANDING",Position Inappropriate For Task
14975,EMPLOYEE FALLS FROM LADDER AND IS KILLED,"PAINTER,SKULL,FRACTURE,HEAD,FALL",Other
14979,EMPLOYEE IS STRUCK AND KILLED WHEN TRAPPED UNDERNEATH TRUCK,"STRUCK BY,HEAD,TIRE RIM","Misjudgment, Hazardous Situation"
14992,EMPLOYEE IS STRUCK AND KILLED BY FALLING TRUCK WALL PANEL,"STRUCK BY,DOCK WORKER,OFF LOADING",Mater-Handling Procedure Inappropriate
14993,EMPLOYEE IS KILLED WHEN CAUGHT BETWEEN TWO TRAILERS.,"TRAILER,NIP POINT,CRUSHED,CAUGHT BETWEEN","Misjudgment, Hazardous Situation"
14997,EMPLOYEE SUFFERS HEAD INJURY IN FALL FROM LADDER AND DIES TW,"FALL,RESIDENTIAL CONSTRUCTION,HEAD,LADDER",Other
15002,EMPLOYEE IS CRUSHED BY FALLING BARREL OF OIL,"CRUSHING,DRUM,ABDOMEN,CHEST,FALL",Other
15007,EMPLOYEE SUFFERS MULTIPLE FRACTURES WHEN SEMI TRAILER OVERTU,"PELVIS,TRAILER,TRAILER TRUCK,TRAFFIC ACCIDENT,VERTEBRA,MOTOR VEHICLE,FRACTURE",Perception Malfunction Task-Environment
15008,EMPLOYEE LOSES CONSCIOUSNESS AND DIES WHILE PACKING MOVING T,"TRAILER,UNCONSCIOUSNESS,TRUCK",Other
15020,EMPLOYEE FELL FROM ROOF AND IS KILLED,"FALL,ROOF",Other
15025,EMPLOYEE IS KILLED WHEN STRUCK BY FORKLIFT,"STRUCK BY,POWERED INDUSTRIAL VEHICLE","Misjudgment, Hazardous Situation"
15032,EMPLOYEE IS ASPHYXIATED IN SLUDGE WELL GREASE AND WATER SEPA,"ASPHYXIATED,WASTE PROC FAC,FALL,FLOOR OPENING,GRATING,DROWN,WATER,WALKING SURFACE,UNGUARDED FL OPENING,UNSECURED PANEL",Position Inappropriate For Task
15037,EMPLOYEE FALLS FROM ELEVATION AND IS FATALLY INJURED,"STEEL ERECTION,ELEVATOR,LADDER,RIGGING,FALL,STRUCK AGAINST",Other
15044,EMPLOYEE DIES FROM UNKNOWN CAUSES,CHEMICAL,Other
15046,"EMPLOYEE SLIPS, FALLS AND FRACTURES RIBS","RIB,BRACING,CONCRETE,FALL,GUARD,FOOT,FALL PROTECTION,CONCRETE FORM WORK,BUILDING,BACK,SLIP,SLIPPERY SURFACE",Other
15050,EMPLOYEE DIES FROM CARDIOVASCULAR FAILURE,"BLOOD CLOT,HEART ATTACK,HEART,CARDIAC ARREST",Other
15056,EMPLOYEE IS STRUCK BY FALLING TREE LIMB AND IS KILLED,"STRUCK BY,CHAIN SAW,FALLING OBJECT","Misjudgment, Hazardous Situation"
15058,EMPLOYEE DIES FROM POSSIBLE HEAT EXHAUSTION,"HEART ATTACK,HEAT EXHAUSTION",Other
15059,EMPLOYEE IS KILLED WHEN CAUGHT BY ROTATING SHAFT,"ROTATING SHAFT,SEVERED,CAUGHT BY,LEG,CLOTHING,ARTERY",Other
15065,EMPLOYEE IS KILLED WHEN RUN OVER BY A TRUCK,"STRUCK BY,MOTOR VEHICLE,RUN OVER,TRUCK","Misjudgment, Hazardous Situation"
15084,WORKER IS KILLED WHEN STRUCK BY SPOON BAR,"STRUCK BY,HEAD,FACE,CONTUSION","Misjudgment, Hazardous Situation"
15090,EMPLOYEE IS BURNED FROM ARC FLASH WHILE TROUBLESHOOTING SWIT,"ELECTRICAL,LOCKOUT/TAGOUT,FACE,HAND",Insufficient /Lack/Protective Work Clothing/Equipment
15096,"EMPLOYEE FOUND DEAD, NON-WORK RELATED",0,Other
15118,EMPLOYEE AMPUTATES THREE FINGERS WHILE REMOVING MACHINE DIES,"PRESS,AMPUTATION,MACHINE GUARDING,LOCKOUT/TAGOUT,CRUSHING,CAUGHT IN",Insufficient /Lack/Written Work Practice Program
15132,EMPLOYEE DROWNS WHEN TRACTOR ROLLS INTO AN IRRIGATION DITCH,"TRACTOR,DROWNING,ROLL-OVER",Other
15133,EMPLOYEE FALLS FROM LADDER AND FRACTURES VERTEBRAE,"VERTEBRA,LADDER,LIGHTING,INSTALLING,FRACTURE,CONSTRUCTION,FALL,FALL PROTECTION",Perception Malfunction Task-Environment
15138,EMPLOYEE CONTACTS POWER SOURCE AND IS ELECTROCUTED,"ELECTRICAL,ELECTROCUTED,POWER LINES","Misjudgment, Hazardous Situation"
15139,EMPLOYEE IS INJURED IN FALL FROM ROOF,"PELVIS,ROOF,SLIP,FALL,FALL PROTECTION,FRACTURE,VERTEBRA",Other
15151,EMPLOYEE STRUCK-BY A NATURAL GAS PIPE AND IS KILLED,"SUSPENDED LOAD,CRUSHING,STRUCK BY,CHOCK,NATURAL GAS,RIGGING,MATERIAL HANDLING",Position Inappropriate For Task
15164,EMPLOYEE IS STRUCK BY FALLING TABLE AND FRACTURES LEG,"STRUCK BY,FALLING OBJECT,LEG,FRACTURE,UNSECURED",Malfunction In Securing/Warning Op
15171,EMPLOYEE IS KILLED WHEN ELECTROCUTED,ELECTRIC SHOCK,"Misjudgment, Hazardous Situation"
15179,EMPLOYEE IS STRUCK BY AVALANCHE AND IS KILLED,"STRUCK BY,AVALANCHE","Misjudgment, Hazardous Situation"
15184,"EMPLOYEE FALLS FROM LADDER AND FRACTURES BACK, NECK AND LEFT","STRUCK AGAINST,BACK,FALL,LOST BALANCE,NECK,FRACTURE,FALL PROTECTION,ELBOW",Insufficient /Lack/Protective Work Clothing/Equipment
15193,EMPLOYEE'S FINGER IS LACERATED WHEN STRUCK BY DISC SANDER,"CAUGHT IN,ROTATING PARTS,SANDING MACHINE,PORTABLE POWER TOOL,LACERATION,CAUGHT BETWEEN","Misjudgment, Hazardous Situation"
15206,EMPLOYEE IS KILLED WHEN BACKED OVER BY A TRUCK,"TIRE,RUN OVER,OIL WELL DRILLING/SERVICING,NATURAL GAS,MOTOR VEHICLE,BACKING UP,TRUCK",Perception Malfunction Task-Environment
15215,WORKER STRIKES HEAD IN FALL AND IS KILLED,"TREE TRIMMING,HEAD,STRUCK AGAINST,FALL PROTECTION,LADDER","Misjudgment, Hazardous Situation"
15218,EMPLOYEE IS STRUCK AND KILLED BY FALLING OBJECT,"CRUSHING,FALLING OBJECT,CHEST,STRUCK BY,ABDOMEN","Misjudgment, Hazardous Situation"
15224,EMPLOYEE FALLS AND FRACTURES BOTH ANKLES,"ANKLE,FALL,FRACTURE",Malfunction In Securing/Warning Op
15234,AN EMPLOYEE IS POISONED BY EXCESS CARBON MONOXIDE IN A BREAK,"VENTILATION,GAS,CARBON MONOXIDE,WATER HEATER,CHEMICAL",Insufficient /Lack/Engineering Controls
15236,TWO EMPLOYEES KILLED IN A TRENCH.,"ACCESS/EGRESS,TRENCH,ASPHYXIATED",Other
15242,EMPLOYEE DIES OF NATURAL CAUSES BEFORE FALLING OF WORK PLATF,"WORK PLATFORM,FALL",Other
15253,EMPLOYEE IS STRUCK BY FORK LIFT AND LATER DIES FROM INJURIES,"STRUCK BY,POWERED INDUSTRIAL VEHICLE,HEART ATTACK",Mater-Handling Procedure Inappropriate
15259,EMPLOYEE IS INJURED AND REQUIRED HOSPITALIZATION,PRESS,Position Inappropriate For Task
15263,EMPLOYEE'S FINGERS AND ARM ARE INJURED WHEN CAUGHT BETWEEN E,"ARM,CONFINED SPACE,FRACTURE,FINGER,EMERGENCY RESPONSE,CAUGHT BETWEEN,LOCKOUT/TAGOUT,LACERATION,HAND",Other
15271,EMPLOYEE IS RUN OVER AND KILLED WHILE REMOVING FERTILIZER SP,"PINNED,TIRE,RUN OVER,LOCKOUT/TAGOUT,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,VEHICLE IN GEAR,TRACTOR","Misjudgment, Hazardous Situation"
15275,EMPLOYEE FALLS FROM ROOF AND IS KILLED,"BRAIN,NECK,CONCUSSION,FALL,LADDER","Misjudgment, Hazardous Situation"
15300,EMPLOYEE IS ELECTROCUTED BY CONTACT WITH TRANSFORMER AND IS ,"TRANSFORMER VAULT,ELECTROCUTED,ELECTRICAL",Other
15302,EMPLOYEE IS STRUCK AND KILLED BY BACKING DUMP TRUCK,"STRUCK BY,INATTENTION,HEAD,ABDOMEN,BACK-UP ALARM,CONSTRUCTION VEHICLE",Perception Malfunction Task-Environment
15309,EMPLOYEE CONTACTS POWER POLE AND IS ELECTROCUTED,"STRUCK AGAINST,ELECTROCUTED,LADDER,POWER LINES","Misjudgment, Hazardous Situation"
15315,EMPLOYEE FALLS FROM LADDER AND IS KILLED,"FALL,LADDER",Insufficient /Lack/Written Work Practice Program
15324,EMPLOYEE IS INJURED IN FALLS FROM LADDER,"RIB,HEAD,STRUCK AGAINST,VERTEBRA,FALL,LADDER,FRACTURE",Other
15328,EMPLOYEE IS INJURED WHEN STRUCK BY HEAVY METAL CYLINDER,"STRUCK BY,LATHE,ABDOMEN,CONTUSION,HOIST,CYLINDER",Insufficient /Lack/Written Work Practice Program
15331,EMPLOYEE IS ELECTROCUTED WHILE REMOVING RECESSED LIGHT,"ELECTRIC SHOCK,ELECTROCUTED",Lockout/Tagout Procedure Malfunction
15337,EMPLOYEE IS CAUGHT BETWEEN EQUIPMENT AND IS CRUSHED,"PELVIS,CAUGHT BETWEEN,CRUSHED,MACHINE GUARDING,LOCKOUT/TAGOUT,CHEST",Other
15346,"EMPLOYEE SLIPS, FALLS AND FRACTURES ARM","SLIP,ARM,FALL,FRACTURE",Other
15350,TRAILER COLLAPSE KILLS WORKER,"CRUSHING,HYDRAULIC LIFT,PORTABLE POWER TOOL,JACK,DRILL,CHEST","Misjudgment, Hazardous Situation"
15356,EMPLOYEE'S HAND IS FRACTURED WHEN CAUGHT BETWEEN FORKLIFT AN,"STRUCK BY,CRUSHED,FRACTURE,CAUGHT BETWEEN,HAND,POWERED INDUSTRIAL VEHICLE,MATERIAL HANDLING","Misjudgment, Hazardous Situation"
15361,EMPLOYEE CLEANING WINDOWS FALLS FROM ROOF AND IS KILLED,"WINDOW WASHER,ROOF,RIGGING,FALL,COUNTERBALANCE,SCAFFOLD",Other
15363,EMPLOYEE'S RIGHT FOOT IS CRUSHED BY A TRAILER TONGUE AS A RE,"TRAILER,FOOT,LEG,FRACTURE,JACK",Malfunction In Securing/Warning Op
15366,EMPLOYEE IS ELECTROCUTED WHILE PULLING WIRE THROUGH A CONDUI,"CONDUIT,ELECTRICAL,ELECTROCUTED",Malfunction In Securing/Warning Op
15368,TWO EMPLOYEES DROWN WHILE FISHING,"BOAT,DROWNING","Misjudgment, Hazardous Situation"
15370,EMPLOYEE FALLS FROM BULLDOZER AND IS KILLED,"STRUCK BY,CONSTRUCTION VEHICLE,POWERED INDUSTRIAL VEHICLE,FALL",Other
15372,EMPLOYEE TRIPS AND FALLS AND IS KILLED,"TRIPPED,FALL,HEAD,CLEANING",Perception Malfunction Task-Environment
15383,EMPLOYEE FALLS FROM BOOM AND FRACTURES SPINE,"SUSPENDED LOAD,ELEVATED WORK PLATFORM,CRANE,CONSTRUCTION VEHICLE,SPINE,FALL,FRACTURE",Position Inappropriate For Task
15384,EMPLOYEE DIES OF UNKNOWN CAUSES AT WORK.,0,Other
15408,EMPLOYEE FALLS OFF SCAFFOLD AND LATER DIES,"FALL,RESIDENTIAL CONSTRUCTION,SCAFFOLD",Other
15411,EMPLOYEE IS KILLED DURING ROBBERY; SECOND EMPLOYEE INJURED,"WORKPLACE VIOLENCE,STRUCK BY,GUNSHOT",Other
15417,EMPLOYEE AMPUTATES FINGERTIP WHILE CLEARING JAM ON CONVEYOR ,"CAUGHT IN,FINGER,CONVEYOR BELT,GUARDRAIL,AMPUTATION","Misjudgment, Hazardous Situation"
15428,EMPLOYEE IS PARTIALLY CRUSHED BY FALLING SKID LOADER,"CRUSHING,STRUCK BY,CAUGHT BETWEEN,LEG,KNEE,ARM","Misjudgment, Hazardous Situation"
15432,EMPLOYEE IS STRUCK BY A VEHICLE WHILE CONTROLLING TRAFFIC AN,"STRUCK BY,MOTOR VEHICLE,FLAGGER",Other
15433,EMPLOYEE FALLS FROM BALCONY AND IS KILLED,"FALL,HEAD,LOST BALANCE",Other
15446,EMPLOYEE FALLS THROUGH UNPROTECTED FLOOR HOLE AND INCURS BRU,"UNSECURED,BACK,CONSTRUCTION,CLEANING,CONTUSION,LEG,FLOOR HOLE,FLOOR OPENING,FALL,COVER",Safety Devices Removed/Inoperable
15456,EMPLOYEE FAINTS AND FRACTURES ANKLE,"CAUGHT BETWEEN,FALL,FAINTED",Other
15457,"EMPLOYEE FALLS AND FRACTURES HIP WHEN DECK COLLAPSES, LATER ","STRUCK AGAINST,FALL,HIP,FRACTURE,COLLAPSE",Other
15462,EMPLOYEE CATCHES FINGER IN PRESS AND AMPUTATES THUMB TIP,"PRESS,CRUSHED,FINGER,AMPUTATED,MACHINE GUARDING,AMPUTATION,PRESS BRAKE",Insufficient /Lack/Engineering Controls
15473,EMPLOYEE IS KILLED WHEN STRUCK BY TRACTOR TRAILER.,"STRUCK BY,MOTOR VEHICLE,GOLF CART",Other
15483,21 FOOT FALL FROM MAKE-SHIFT SCAFFOLD,"ELEVATED WORK PLATFORM,RESIDENTIAL CONSTRUCTION,FALL",Insufficient /Lack/Protective Work Clothing/Equipment
15487,EMPLOYEE IS CHANGING OUT ROLL AND AMPUTATES FINGERTIP,"AMPUTATED,AMPUTATION,FRACTURE,FINGER","Misjudgment, Hazardous Situation"
15488,WORKER IS STRUCK AND KILLED BY INDUSTRIAL TOW TRACTOR,"REFLECTIVE VEST,RUN OVER,STRUCK BY,CHEST,HEAD,MOTOR VEHICLE,TRACTOR",Insufficient /Lack/Engineering Controls
15491,EMPLOYEE IS KILLED BY ELECTROCUTION,"ELECTRICAL,ROOF,LADDER",Insufficient /Lack/Engineering Controls
15494,EMPLOYEE FALLS FROM LADDER AND LATER DIES,"SAW,LADDER,FALL PROTECTION,FALLING OBJECT,FALL",Mater-Handling Procedure Inappropriate
15510,EMPLOYEE STRUCK BY TREE LIMB IS KILLED,"TREE TRIMMING,HEAD,FALLING OBJECT,TREE LIMB,STRUCK BY","Misjudgment, Hazardous Situation"
15519,EMPLOYEE FALLS FROM ROOF AND IS KILLED,"WALL,CHEST,FALL,ROOF,HEAD","Misjudgment, Hazardous Situation"
15525,THRIFT STORE WORKER IS SHOT AND KILLED BY FORMER EMPLOYEE,"WORKPLACE VIOLENCE,GUNSHOT",Other
15531,EMPLOYEE INJURES HEAD DURING FORKLIFT COLLISION,"SUSPENDED LOAD,HEAD,POWERED INDUSTRIAL VEHICLE,ROLL-OVER,MATERIAL HANDLING,FRACTURE,COLLISION,CONCUSSION,FALL",Mater-Handling Procedure Inappropriate
15540,EMPLOYEE IS BURNED WHEN MOLTEN METAL SPLASHED ONTO FACE,"STRUCK BY,FACE,NECK,MOLTEN METAL,EXPLOSION,SKIN,ACCIDENTAL DISCHARGE",Other
15542,EMPLOYEE IS KILLED IN FALL FROM AERIAL LIFT THAT TIPPED OVER,"UNSTABLE POSITION,ELEVATED WORK PLATFORM,FALLING OBJECT,MAINTENANCE,FALL,AERIAL LIFT",Equipment Inappropriate For Operation
15558,EMPLOYEE IS STRUCK BY FALLING TREE LIMB AND IS KILLED,"TREE TRIMMING,TREE LIMB,FALLING OBJECT,STRUCK BY","Misjudgment, Hazardous Situation"
15560,EMPLOYEE FALLS FROM LADDER AND IS KILLED,"ROOFER,FALL,LADDER,ROOF",Other
15571,EMPLOYEE IS KILLED FROM FALL THROUGH OPENING,"ROOF OPENING,CONCUSSION,HEAD,FALL PROTECTION,FALL",Safety Devices Removed/Inoperable
15572,EMPLOYEE FALLS FROM LADDER AND IS KILLED,"FALL,ROOF,RESIDENTIAL CONSTRUCTION,LADDER,HEAD,LOST BALANCE",Other
15580,EMPLOYEE CATCHES HAND IN EQUIPMENT AND TEARS PATCH OF SKIN F,"CAUGHT IN,NIP POINT,ARM","Misjudgment, Hazardous Situation"
15588,WORKER DIES FROM HEART ATTACK,"CARDIAC ARREST,HEART ATTACK,HEART",Other
15589,"EMPLOYEE STRUCK BY FALLING WINDOW COVER, INCURS CONCUSSION","STRUCK BY,FALLING OBJECT,HEAD,CONCUSSION",Other
15595,EMPLOYEE IS CAUGHT IN CONVEYOR AND FRACTURES ARM,"CAUGHT IN,CONVEYOR,MACHINE GUARDING,FRACTURE,ARM","Misjudgment, Hazardous Situation"
15596,EMPLOYEE FALLS FROM HORSE AND SUFFERS MULTIPLE INJURIES,"ANIMAL,STRUCK BY,RIB,ANIMAL HANDLER,FRACTURE,HORSE,FALL",Distracting Actions By Others
15602,EMPLOYEE TRANSFERRING CHEMICALS IS SPLASHED AND BURNED,"PUMP,TORSO,PORTABLE POWER TOOL,MATERIAL HANDLING,FLOWING MATERIAL,DIP TANK,CHEMICAL BURN,BURN,CHEMICAL,ARM",Insufficient /Lack/Protective Work Clothing/Equipment
15604,EMPLOYEE FRACTURES TIBIA WHEN FOOT IS RUN OVER BY SCISSOR LI,"EQUIPMENT OPERATOR,FOOT,FRACTURE,RUN OVER","Misjudgment, Hazardous Situation"
15608,EMPLOYEE IS CAUGHT BETWEEN TWO PORT CARS AND KILLED,"CAUGHT IN,CRUSHED,LOCOMOTIVE",Other
15610,EMPLOYEE FALLS FROM PARAPET AND IS KILLED,FALL,Insufficient /Lack/Engineering Controls
15611,EMPLOYEE INJURES FINGER WHILE REMOVING EQUIPMENT JAM,"CAUGHT IN,LOCKOUT/TAGOUT,LACERATION,FINGER","Misjudgment, Hazardous Situation"
15612,EMPLOYEE AMPUTATES THUMB DURING MAINTENANCE OF CONVEYOR,"SPROCKET,CHAIN,CAUGHT BY,AMPUTATED,THUMB,CONVEYOR,LOCKOUT/TAGOUT",Lockout/Tagout Procedure Malfunction
15613,EMPLOYEE IS STRUCK IN THE NECK BY A CUT OFF SAW AND IS KILLE,"TRENCH,STRUCK BY,BLADE,NECK,LACERATION,SAW",Equipment Inappropriate For Operation
15614,"EMPLOYEE TRIPS AND FALLS, BRUISES FOREHEAD","RAMP,TRIPPED,WALKING SURFACE,GUARDRAIL,FALL","Misjudgment, Hazardous Situation"
15615,EMPLOYEE IS STRUCK BY FALLEN TREE AND FRACTURES LEFT LEG,"TREE TRIMMING,TIBIA,STRUCK BY,CHAIN SAW,ROLL-OVER,LEG,FRACTURE,CRUSHED","Misjudgment, Hazardous Situation"
15620,EXCAVATION WORKER'S FOOT IS RUN OVER AND CRUSHED BY BULLDOZE,"TOE,RUN OVER,RESIDENTIAL CONSTRUCTION,AMPUTATION,FOOT,EXCAVATION,CONSTRUCTION VEHICLE,CONSTRUCTION,BULLDOZER,CRUSHED",Insufficient /Lack/Written Work Practice Program
15627,EMPLOYEE JUMPS FROM BRIDGE AND IS INJURED,"TRAFFIC CONTROL,ARM,FALL,FRACTURE,BRIDGE","Misjudgment, Hazardous Situation"
15634,EMPLOYEE DIES FROM HEART ATTACK,HEART ATTACK,Other
15641,TWO EMPLOYEES ARE KILLED IN A MOTOR VEHICLE ACCIDENT,"TRUCK,MOTOR VEHICLE",Other
15644,EMPLOYEE IS STRUCK BY FORKLIFT AND INJURES FOOT AND LEG,"STRUCK BY,FOOT,INDUSTRIAL TRUCK,LEG","Misjudgment, Hazardous Situation"
15645,EMPLOYEE IS KILLED WHEN RUN OVER BY A BOBCAT,"STRUCK BY,POWERED INDUSTRIAL VEHICLE,RUN OVER",Other
15648,EMPLOYEE FOUND DEAD IN A FRONT END LOADER,0,Other
15650,EMPLOYEE FALLS OVER GUARDRAIL AND DROWNS IN THE WATER,DROWNING,Other
15651,EMPLOYEE'S IS LEG FRACTURED WHILE FIXING EQUIPMENT,"CAUGHT IN,CRUSHING,VEHICLE,FALLING OBJECT,LOCKOUT/TAGOUT,MATERIAL HANDLING,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,STRUCK BY",Lockout/Tagout Procedure Malfunction
15658,EMPLOYEE IS STRUCK BY FLYING DEBRIS AND IS INJURED,"STRUCK BY,ARM,FLYING OBJECT,LACERATION,POWERED INDUSTRIAL VEHICLE,FRACTURE,CONSTRUCTION",Other
15661,EMPLOYEE FALLS FROM A ROOF AND IS KILLED,"STRUCK BY,FALL,FALL PROTECTION,ROOF,HEAD,CRUSHED",Safety Devices Removed/Inoperable
15679,EMPLOYEE STRUCK BY FALLING TREE TRUNK WHILE BUCKING A FELLED,"STRUCK BY,LOGGING,HEAD",Position Inappropriate For Task
15681,WORKER KILLED IN FALL,"SKYLIGHT,FALL PROTECTION,STRUCK AGAINST,FALL",Other
15697,EMPLOYEE?S FINGERTIP IS AMPUTATED DURING PRINTING PRESS MAIN,"CAUGHT IN,FINGER,LOCKOUT/TAGOUT,LOCKOUT,AMPUTATION,MAINTENANCE,MACHINE GUARDING,ROTATING PARTS","Misjudgment, Hazardous Situation"
15723,EMPLOYEE IS CRUSHED AND KILLED BY FORKLIFT,"STRUCK BY,HEAD,INDUSTRIAL TRUCK,MATERIAL HANDLING,CRUSHED,ASPHYXIATED,CAUGHT BETWEEN,CHEST",Mater-Handling Procedure Inappropriate
15730,EMPLOYEE IS INJURED BY FALLING A STEEL PLATFORM,"CRUSHING,STRUCK BY,FALLING OBJECT,POWERED INDUSTRIAL VEHICLE,MATERIAL HANDLING,ELEVATED WORK PLATFORM",Other
15731,EMPLOYEE IS FOUND UNRESPONSIVE IN TANK TRAILER,"TANK CLEANING,TOXIC FUMES,VENTILATION,CONFINED SPACE,UNCONSCIOUSNESS",Other
15732,EMPLOYEE DIES OF NATURAL CAUSES WHILE OPERATING CROP SCRAP S,"SHEAR,JAMMED,HEART",Other
15735,EMPLOYEE IS KILLED WHEN OVERCOME BY CLEANING CHEMICAL VAPORS,"UNCONSCIOUSNESS,INHALATION,CHEMICAL VAPOR",Other
15738,EMPLOYEE IS KILLED WHEN LOADER ROLLS OVER,"STRUCK BY,VEHICLE,LOADER,ROLL-OVER,CRUSHED",Other
